zip,surge_cat1_share,surge_cat3_share
68127,0,0
68128,0,0
68130,0,0
68131,0,0
68132,0,0
68133,0,0
68134,0,0
68135,0,0
68136,0,0
68137,0,0
68138,0,0
68142,0,0
68144,0,0
68147,0,0
68152,0,0
68154,0,0
68157,0,0
68164,0,0
68178,0,0
68182,0,0
68183,0,0
68301,0,0
68303,0,0
68304,0,0
68305,0,0
68307,0,0
68309,0,0
68310,0,0
68313,0,0
68314,0,0
68315,0,0
68316,0,0
68317,0,0
68318,0,0
68319,0,0
68320,0,0
68321,0,0
68322,0,0
68323,0,0
68324,0,0
68325,0,0
68326,0,0
68327,0,0
68328,0,0
68329,0,0
68330,0,0
68331,0,0
68332,0,0
68333,0,0
68335,0,0
68336,0,0
68337,0,0
68338,0,0
68339,0,0
68340,0,0
68341,0,0
68342,0,0
68343,0,0
68344,0,0
68345,0,0
68346,0,0
68347,0,0
68348,0,0
68349,0,0
68350,0,0
68351,0,0
68352,0,0
68354,0,0
68355,0,0
68357,0,0
68358,0,0
68359,0,0
68360,0,0
68361,0,0
68362,0,0
68364,0,0
68365,0,0
68366,0,0
68367,0,0
68368,0,0
68370,0,0
68371,0,0
68372,0,0
68375,0,0
68376,0,0
68377,0,0
68378,0,0
68379,0,0
68380,0,0
68381,0,0
68382,0,0
68401,0,0
68402,0,0
68403,0,0
68404,0,0
68405,0,0
68406,0,0
68407,0,0
68409,0,0
68410,0,0
68413,0,0
68414,0,0
68415,0,0
68416,0,0
68417,0,0
68418,0,0
68419,0,0
68420,0,0
68421,0,0
68422,0,0
68423,0,0
68424,0,0
68428,0,0
68429,0,0
68430,0,0
68431,0,0
68433,0,0
68434,0,0
68436,0,0
68437,0,0
68438,0,0
68439,0,0
68440,0,0
68441,0,0
68442,0,0
68443,0,0
68444,0,0
68445,0,0
68446,0,0
68447,0,0
68448,0,0
68450,0,0
68452,0,0
68453,0,0
68454,0,0
68455,0,0
68456,0,0
68457,0,0
68458,0,0
68460,0,0
68461,0,0
68462,0,0
68463,0,0
68464,0,0
68465,0,0
68466,0,0
68467,0,0
68502,0,0
68503,0,0
68504,0,0
68505,0,0
68506,0,0
68507,0,0
68508,0,0
68510,0,0
68512,0,0
68514,0,0
68516,0,0
68517,0,0
68520,0,0
68521,0,0
68522,0,0
68523,0,0
68524,0,0
68526,0,0
68527,0,0
68528,0,0
68531,0,0
68532,0,0
68588,0,0
68601,0,0
68620,0,0
68621,0,0
68622,0,0
68623,0,0
68624,0,0
68626,0,0
68627,0,0
68628,0,0
68629,0,0
68631,0,0
68632,0,0
68633,0,0
68634,0,0
68635,0,0
68636,0,0
68637,0,0
68638,0,0
68640,0,0
68641,0,0
68642,0,0
68643,0,0
68644,0,0
68647,0,0
68648,0,0
68649,0,0
68651,0,0
68652,0,0
68653,0,0
68654,0,0
68655,0,0
68658,0,0
68659,0,0
68660,0,0
68661,0,0
68662,0,0
68663,0,0
68664,0,0
68665,0,0
68666,0,0
68667,0,0
68669,0,0
68701,0,0
68710,0,0
68715,0,0
68716,0,0
68717,0,0
68718,0,0
68719,0,0
68720,0,0
68723,0,0
68724,0,0
68726,0,0
68727,0,0
68728,0,0
68729,0,0
68730,0,0
68731,0,0
68732,0,0
68733,0,0
68735,0,0
68736,0,0
68739,0,0
68740,0,0
68741,0,0
68742,0,0
68743,0,0
68745,0,0
68746,0,0
68747,0,0
68748,0,0
68749,0,0
68751,0,0
68752,0,0
68756,0,0
68757,0,0
68758,0,0
68760,0,0
68761,0,0
68763,0,0
68764,0,0
68765,0,0
68766,0,0
68767,0,0
68768,0,0
68769,0,0
68770,0,0
68771,0,0
68773,0,0
68774,0,0
68776,0,0
68779,0,0
68781,0,0
68783,0,0
68784,0,0
68785,0,0
68786,0,0
68787,0,0
68788,0,0
68789,0,0
68790,0,0
68791,0,0
68792,0,0
68801,0,0
68803,0,0
68810,0,0
68816,0,0
68818,0,0
68824,0,0
68826,0,0
68827,0,0
68831,0,0
68832,0,0
68835,0,0
68841,0,0
68842,0,0
68843,0,0
68846,0,0
68854,0,0
68864,0,0
68865,0,0
68872,0,0
68873,0,0
68882,0,0
68883,0,0
68901,0,0
68925,0,0
68928,0,0
68930,0,0
68933,0,0
68934,0,0
68935,0,0
68938,0,0
68941,0,0
68942,0,0
68943,0,0
68944,0,0
68954,0,0
68955,0,0
68957,0,0
68961,0,0
68964,0,0
68970,0,0
68973,0,0
68974,0,0
68975,0,0
68978,0,0
68979,0,0
68980,0,0
70001,0,0
70002,0.0258,0.032
70003,0.00371,0.00577
70005,0.0252,0.0329
70006,0.0186,0.023
70030,0.973,0.973
70031,0.00738,0.0714
70032,0,0.0295
70036,0.704,0.704
70037,0.206,0.215
70038,0,0
70039,0.983,0.983
70040,0.533,0.533
70041,0.22,0.241
70043,0,0.0261
70047,0.000472,0.0328
70049,0.439,0.988
70050,0,0
70051,0.728,0.88
70052,0.598,0.995
70053,0,0.0134
70056,0,0
70057,0.767,0.988
70058,0,0.00203
70062,0.00489,0.0244
70065,0.0171,0.0232
70067,0.834,0.834
70068,0.805,0.989
70070,0.919,0.937
70071,0.518,0.992
70072,0.641,0.643
70075,0,0.0691
70076,0.49,0.968
70079,0.00157,0.0471
70080,1,1
70082,0.606,0.606
70083,0.394,0.394
70084,0.546,0.99
70085,0.664,0.668
70086,0.447,0.944
70087,0.396,0.426
70090,0.71,0.988
70091,0.489,0.501
70092,0.0107,0.038
70094,0.0496,0.0688
70112,0,0
70113,0,0
70114,0,0.0171
70115,0,0.0874
70116,0,0.0181
70117,0.00104,0.023
70118,0,0.0323
70119,0,0
70121,0,0.0631
70122,0.00412,0.011
70123,0,0.0629
70124,0.0339,0.0374
70125,0,0
70126,0.0668,0.0775
70127,0.00944,0.00944
70128,0.0102,0.0108
70129,0.466,0.468
70130,0,0.0714
70131,0,0.0199
70139,0,0
70148,0.093,0.15
70163,0,0
70301,0.901,0.99
70310,0.0916,1
70339,0.933,0.953
70340,0.841,1
70341,0.413,0.978
70342,0.0401,0.0486
70343,0.917,0.949
70344,0.522,0.522
70345,0.466,0.466
70346,0.133,0.861
70352,1,1
70353,0.616,0.616
70354,0.24,0.24
70355,0.948,0.948
70356,0.97,0.978
70357,0.396,0.402
70358,0.596,0.645
70359,0.715,0.986
70360,0.815,0.877
70363,0.888,0.93
70364,0.865,0.919
70372,0.781,0.992
70373,0.782,0.782
70374,0.927,0.939
70375,0.915,0.955
70377,0.506,0.507
70380,0.772,0.792
70390,0.682,0.988
70391,0,0.973
70392,0.366,0.382
70393,0.868,0.991
70394,0.894,0.961
70395,0.849,0.99
70397,0.599,0.6
70401,0,0
70402,0,0
70403,0.0079,0.0752
70420,0,0.00125
70422,0,0
70426,0,0
70427,0,0
70431,0,0
70433,0.0701,0.219
70435,0.0000274,0.00195
70436,0,0
70437,0,0
70438,0,0
70441,0,0
70442,0,0
70443,0,0
70444,0,0
70445,0.133,0.235
70446,0,0
70447,0.349,0.513
70448,0.114,0.469
70449,0.923,0.992
70450,0,0
70451,0,0
70452,0.149,0.417
70453,0,0
70454,0.631,0.778
70455,0,0.0335
70456,0,0
70457,0,0
70458,0.381,0.714
70460,0.221,0.64
70461,0.57,0.812
70462,0.541,0.972
70463,0,0
70464,0,0
70465,0,0
70466,0,0
70471,0.183,0.311
70501,0,0.37
70503,0,0.156
70506,0,0.199
70507,0,0.195
70508,0,0.122
70510,0.665,0.941
70512,0,0.459
70513,0.249,0.328
70514,0.615,0.995
70515,0,0.0538
70516,0,0
70517,0,0.87
70518,0.000138,0.43
70519,0,0.0745
70520,0,0.215
70522,0.681,0.987
70523,0.0271,0.993
70524,0,0
70525,0,0
70526,0.000978,0.656
70528,0.954,0.955
70529,0,0.068
70531,0.0773,0.783
70532,0,0.00753
70533,0.855,0.941
70534,0.0244,0.994
70535,0,0.00595
70537,0.13,0.779
70538,0.892,0.981
70541,0,0
70542,0.775,0.935
70543,0.00209,0.129
70544,0.529,0.972
70546,0.0479,0.463
70548,0.652,0.845
70549,0.619,0.867
70550,0,0
70551,0,0.00429
70552,0.524,0.983
70554,0,0
70555,0,0.867
70556,0.317,1
70558,0,0.555
70559,0.106,0.984
70560,0.626,0.904
70563,0.265,0.966
70570,0,0.0000665
70575,0,1
70576,0,0
70577,0,0.489
70578,0,0.23
70580,0,0
70581,0,0.461
70582,0.059,0.918
70583,0,0.000202
70584,0,0
70585,0,0
70586,0,0
70589,0,0.011
70591,0.138,0.472
70592,0.00723,0.591
70601,0.086,0.883
70605,0.233,0.898
70607,0.355,0.897
70609,0,1
70611,0.0968,0.224
70615,0.0775,0.824
70629,0,0.835
70630,0.617,0.887
70631,0.707,0.713
70632,0.855,0.856
70633,0,0.0459
70634,0,0
70637,0,0
70638,0,0
70639,0,0
70640,0,0
70643,0.808,0.809
70644,0,0
70645,0.51,0.565
70646,0.718,1
70647,0.0502,0.495
70648,0,0.023
70650,0,1
70651,0,0.0226
70652,0,0
70653,0,0
70654,0,0
70655,0,0
70656,0,0
70657,0,0.0494
70658,0,0.0501
70659,0,0
70660,0,0
70661,0.0249,0.223
70662,0,0
70663,0.0136,0.748
70665,0.255,0.903
70668,0.245,0.842
70669,0.0931,0.788
70706,0,0
70710,0,0.861
70711,0,0
70712,0,0
70714,0,0
70715,0,0.00676
70719,0,0.89
70721,0,0.883
70722,0,0
70723,0.53,0.947
70725,0.00133,0.84
70726,0.0858,0.356
70729,0,0.261
70730,0,0
70732,0,0.834
70733,0.587,1
70734,0.00124,0.978
70736,0,0
70737,0.414,1
70739,0,0
70740,0.0858,0.989
70743,0.605,0.966
70744,0.000583,0.0736
70747,0,0
70748,0,0
70749,0,0.128
70750,0,0.647
70752,0,0.271
70753,0,0.21
70754,0.141,0.532
70755,0,0.837
70756,0,0.875
70757,0.0501,0.962
70759,0,0.239
70760,0,0.327
70761,0,0
70762,0,0.725
70763,0.746,0.999
70764,0.352,0.884
70767,0,0.794
70769,0.116,0.873
70770,0,0
70772,0,0.996
70773,0,0.0287
70774,0.957,1
70775,0,0
70776,0,0.966
70777,0,0
70778,0.917,0.976
70780,0,0.83
70782,0,0
70783,0,0.00453
70785,0,0.0000306
70786,0,0
70787,0,0
70788,0.443,0.966
70789,0,0
70791,0,0
70801,0,0
70802,0,0.148
70803,0,0.516
70805,0,0
70806,0,0
70807,0,0
70808,0,0.236
70809,0,0.228
70810,0,0.659
70811,0,0
70812,0,0
70813,0,0
70814,0,0
70815,0,0
70816,0.000351,0.102
70817,0.0232,0.428
70818,0,0
70819,0,0.0355
70820,0,0.9
70825,0,0
70836,0,0.556
71001,0,0
71002,0,0
71003,0,0
71004,0,0
71006,0,0
71007,0,0
71008,0,0
71009,0,0
71016,0,0
71018,0,0
71019,0,0
71021,0,0
71023,0,0
71024,0,0
71027,0,0
71028,0,0
71029,0,0
71030,0,0
71031,0,0
71032,0,0
71033,0,0
71034,0,0
71037,0,0
71038,0,0
71039,0,0
71040,0,0
71043,0,0
71044,0,0
71045,0,0
71046,0,0
71047,0,0
71048,0,0
71049,0,0
71051,0,0
71052,0,0
71055,0,0
71060,0,0
71061,0,0
71063,0,0
71064,0,0
71065,0,0
71066,0,0
71067,0,0
71068,0,0
71069,0,0
71070,0,0
71071,0,0
71072,0,0
71073,0,0
71075,0,0
71078,0,0
71079,0,0
71082,0,0
71101,0,0
71103,0,0
71104,0,0
71105,0,0
71106,0,0
71107,0,0
71108,0,0
71109,0,0
71110,0,0
71111,0,0
71112,0,0
71115,0,0
71118,0,0
71119,0,0
71129,0,0
71201,0,0
71202,0,0
71203,0,0
71209,0,0
71212,0,0
71218,0,0
71219,0,0
71220,0,0
71222,0,0
71223,0,0
71225,0,0
71226,0,0
71227,0,0
71229,0,0
71230,0,0
71232,0,0
71233,0,0
71234,0,0
71235,0,0
71237,0,0
71238,0,0
71241,0,0
71242,0,0
71243,0,0
71245,0,0
71247,0,0
71250,0,0
71251,0,0
71253,0,0
71254,0,0
71256,0,0
71259,0,0
71260,0,0
71261,0,0
71263,0,0
71264,0,0
71266,0,0
71268,0,0
71269,0,0
71270,0,0
71272,0,0
71275,0,0
71276,0,0
71277,0,0
71279,0,0
71280,0,0
71282,0,0
71286,0,0
71291,0,0
71292,0,0
71295,0,0
71301,0,0
71302,0,0
71303,0,0
71316,0,0
71320,0,0
71322,0,0
71323,0,0
71325,0,0
71326,0,0
71327,0,0
71328,0,0
71330,0,0
71331,0,0
71333,0,0
71334,0,0
71336,0,0
71339,0,0
71340,0,0
71341,0,0
71342,0,0
71343,0,0
71345,0,0
71346,0,0
71350,0,0
71351,0,0
71353,0.0000352,0.0775
71354,0,0
71355,0,0
71356,0,0
71357,0,0
71358,0,0.0118
71359,0,0
71360,0,0
71362,0,0
71366,0,0
71367,0,0
71368,0,0
71369,0,0.000516
71371,0,0
71373,0,0
71375,0,0
71378,0,0
71401,0,0
71403,0,0
71404,0,0
71405,0,0
71406,0,0
71407,0,0
71409,0,0
71410,0,0
71411,0,0
71414,0,0
71415,0,0
71416,0,0
71417,0,0
71418,0,0
71419,0,0
71422,0,0
71423,0,0
71424,0,0
71425,0,0
71426,0,0
71427,0,0
71428,0,0
71429,0,0
71430,0,0
71432,0,0
71433,0,0
71434,0,0
71435,0,0
71438,0,0
71439,0,0
71441,0,0
71446,0,0
71447,0,0
71449,0,0
71450,0,0
71452,0,0
71454,0,0
71455,0,0
71456,0,0
71457,0,0
71459,0,0
71461,0,0
71462,0,0
71463,0,0
71465,0,0
71466,0,0
71467,0,0
71468,0,0
71469,0,0
71472,0,0
71473,0,0
71474,0,0
71475,0,0
71479,0,0
71480,0,0
71483,0,0
71485,0,0
71486,0,0
71497,0,0
71601,0,0
71602,0,0
71603,0,0
71630,0,0
71631,0,0
71635,0,0
71638,0,0
71639,0,0
71640,0,0
71642,0,0
71643,0,0
71644,0,0
71646,0,0
71647,0,0
71651,0,0
71652,0,0
71653,0,0
71654,0,0
71655,0,0
71658,0,0
71659,0,0
71660,0,0
71661,0,0
71662,0,0
71663,0,0
71665,0,0
71666,0,0
71667,0,0
71670,0,0
71671,0,0
71674,0,0
71675,0,0
71676,0,0
71677,0,0
71678,0,0
71701,0,0
71720,0,0
71721,0,0
71722,0,0
71724,0,0
71725,0,0
71726,0,0
71728,0,0
71730,0,0
71740,0,0
71742,0,0
71743,0,0
71744,0,0
71745,0,0
71747,0,0
71748,0,0
71749,0,0
71751,0,0
71752,0,0
71753,0,0
71758,0,0
71759,0,0
71762,0,0
71763,0,0
71764,0,0
71765,0,0
71766,0,0
71770,0,0
71772,0,0
71801,0,0
71820,0,0
71822,0,0
71823,0,0
71825,0,0
71826,0,0
71827,0,0
71831,0,0
71832,0,0
71833,0,0
71834,0,0
71835,0,0
71836,0,0
71837,0,0
71838,0,0
71839,0,0
71841,0,0
71842,0,0
71845,0,0
71846,0,0
71847,0,0
71851,0,0
71852,0,0
71853,0,0
71854,0,0
71855,0,0
71857,0,0
71858,0,0
71859,0,0
71860,0,0
71861,0,0
71862,0,0
71864,0,0
71865,0,0
71866,0,0
71901,0,0
71909,0,0
71913,0,0
71921,0,0
71922,0,0
71923,0,0
71929,0,0
71933,0,0
71935,0,0
71937,0,0
71940,0,0
71941,0,0
71942,0,0
71943,0,0
71944,0,0
71945,0,0
71949,0,0
71950,0,0
71952,0,0
71953,0,0
71956,0,0
71957,0,0
71958,0,0
71959,0,0
71960,0,0
71961,0,0
71962,0,0
71964,0,0
71965,0,0
71968,0,0
71969,0,0
71970,0,0
71971,0,0
71972,0,0
71973,0,0
71998,0,0
71999,0,0
72001,0,0
72002,0,0
72003,0,0
72004,0,0
72005,0,0
72006,0,0
72007,0,0
72010,0,0
72011,0,0
72012,0,0
72013,0,0
72014,0,0
72015,0,0
72016,0,0
72017,0,0
72019,0,0
72020,0,0
72021,0,0
72022,0,0
72023,0,0
72024,0,0
72025,0,0
72026,0,0
72027,0,0
72028,0,0
72029,0,0
72030,0,0
72031,0,0
72032,0,0
72034,0,0
72035,0,0
72036,0,0
72038,0,0
72039,0,0
72040,0,0
72041,0,0
72042,0,0
72044,0,0
72045,0,0
72046,0,0
72047,0,0
72048,0,0
72051,0,0
72052,0,0
72053,0,0
72055,0,0
72057,0,0
72058,0,0
72059,0,0
72060,0,0
72061,0,0
72063,0,0
72064,0,0
72065,0,0
72066,0,0
72067,0,0
72068,0,0
72069,0,0
72070,0,0
72072,0,0
72073,0,0
72074,0,0
72075,0,0
72076,0,0
72079,0,0
72080,0,0
72081,0,0
72082,0,0
72083,0,0
72084,0,0
72085,0,0
72086,0,0
72087,0,0
72088,0,0
72099,0,0
72101,0,0
72102,0,0
72103,0,0
72104,0,0
72106,0,0
72107,0,0
72108,0,0
72110,0,0
72111,0,0
72112,0,0
72113,0,0
72114,0,0
72116,0,0
72117,0,0
72118,0,0
72119,0,0
72120,0,0
72121,0,0
72122,0,0
72123,0,0
72125,0,0
72126,0,0
72127,0,0
72128,0,0
72129,0,0
72130,0,0
72131,0,0
72132,0,0
72133,0,0
72134,0,0
72135,0,0
72136,0,0
72137,0,0
72139,0,0
72140,0,0
72141,0,0
72142,0,0
72143,0,0
72150,0,0
72152,0,0
72153,0,0
72156,0,0
72157,0,0
72160,0,0
72165,0,0
72166,0,0
72167,0,0
72168,0,0
72169,0,0
72170,0,0
72173,0,0
72175,0,0
72176,0,0
72178,0,0
72179,0,0
72180,0,0
72181,0,0
72182,0,0
72183,0,0
72199,0,0
72201,0,0
72202,0,0
72204,0,0
72205,0,0
72206,0,0
72207,0,0
72209,0,0
72210,0,0
72211,0,0
72212,0,0
72223,0,0
72227,0,0
72301,0,0
72311,0,0
72313,0,0
72315,0,0
72320,0,0
72322,0,0
72324,0,0
72325,0,0
72326,0,0
72327,0,0
72328,0,0
72329,0,0
72330,0,0
72331,0,0
72332,0,0
72333,0,0
72335,0,0
72338,0,0
72339,0,0
72340,0,0
72341,0,0
72342,0,0
72346,0,0
72347,0,0
72348,0,0
72350,0,0
72351,0,0
72352,0,0
72353,0,0
72354,0,0
72355,0,0
72358,0,0
72359,0,0
72360,0,0
72364,0,0
72365,0,0
72366,0,0
72367,0,0
72368,0,0
72369,0,0
72370,0,0
72372,0,0
72373,0,0
72374,0,0
72376,0,0
72377,0,0
72379,0,0
72383,0,0
72384,0,0
72386,0,0
72387,0,0
72389,0,0
72390,0,0
72391,0,0
72392,0,0
72394,0,0
72395,0,0
72396,0,0
72401,0,0
72404,0,0
72405,0,0
72410,0,0
72411,0,0
72412,0,0
72413,0,0
72414,0,0
72415,0,0
72416,0,0
72417,0,0
72419,0,0
72421,0,0
72422,0,0
72424,0,0
72425,0,0
72426,0,0
72427,0,0
72428,0,0
72429,0,0
72430,0,0
72431,0,0
72432,0,0
72433,0,0
72434,0,0
72435,0,0
72436,0,0
72437,0,0
72438,0,0
72440,0,0
72441,0,0
72442,0,0
72443,0,0
72444,0,0
72445,0,0
72447,0,0
72449,0,0
72450,0,0
72453,0,0
72454,0,0
72455,0,0
72456,0,0
72457,0,0
72458,0,0
72459,0,0
72460,0,0
72461,0,0
72462,0,0
72464,0,0
72466,0,0
72467,0,0
72469,0,0
72470,0,0
72471,0,0
72472,0,0
72473,0,0
72476,0,0
72478,0,0
72479,0,0
72482,0,0
72501,0,0
72512,0,0
72513,0,0
72515,0,0
72517,0,0
72519,0,0
72520,0,0
72521,0,0
72522,0,0
72523,0,0
72524,0,0
72526,0,0
72527,0,0
72528,0,0
72529,0,0
72530,0,0
72531,0,0
72532,0,0
72533,0,0
72534,0,0
72536,0,0
72537,0,0
72538,0,0
72539,0,0
72540,0,0
72542,0,0
72543,0,0
72544,0,0
72546,0,0
72550,0,0
72553,0,0
72554,0,0
72555,0,0
72556,0,0
72560,0,0
72561,0,0
72562,0,0
72564,0,0
72565,0,0
72566,0,0
72567,0,0
72568,0,0
72569,0,0
72571,0,0
72572,0,0
72573,0,0
72576,0,0
72577,0,0
72578,0,0
72579,0,0
72581,0,0
72583,0,0
72584,0,0
72585,0,0
72587,0,0
72601,0,0
72611,0,0
72615,0,0
72616,0,0
72617,0,0
72619,0,0
72623,0,0
72624,0,0
72626,0,0
72628,0,0
72629,0,0
72630,0,0
72631,0,0
72632,0,0
72633,0,0
72634,0,0
72635,0,0
72636,0,0
72638,0,0
72639,0,0
72640,0,0
72641,0,0
72642,0,0
72644,0,0
72645,0,0
72648,0,0
72650,0,0
72651,0,0
72653,0,0
72655,0,0
72658,0,0
72660,0,0
72661,0,0
72662,0,0
72663,0,0
72666,0,0
72668,0,0
72669,0,0
72670,0,0
72672,0,0
72675,0,0
72677,0,0
72679,0,0
72680,0,0
72682,0,0
72683,0,0
72685,0,0
72686,0,0
72687,0,0
72701,0,0
72703,0,0
72704,0,0
72712,0,0
72713,0,0
72714,0,0
72715,0,0
72717,0,0
72718,0,0
72719,0,0
72721,0,0
72722,0,0
72727,0,0
72729,0,0
72730,0,0
72732,0,0
72734,0,0
72736,0,0
72738,0,0
72739,0,0
72740,0,0
72742,0,0
72744,0,0
72745,0,0
72747,0,0
72749,0,0
72751,0,0
72752,0,0
72753,0,0
72756,0,0
72758,0,0
72760,0,0
72761,0,0
72762,0,0
72764,0,0
72768,0,0
72769,0,0
72773,0,0
72774,0,0
72776,0,0
72801,0,0
72802,0,0
72821,0,0
72823,0,0
72824,0,0
72826,0,0
72827,0,0
72828,0,0
72829,0,0
72830,0,0
72832,0,0
72833,0,0
72834,0,0
72835,0,0
72837,0,0
72838,0,0
72839,0,0
72840,0,0
72841,0,0
72842,0,0
72843,0,0
72845,0,0
72846,0,0
72847,0,0
72851,0,0
72852,0,0
72853,0,0
72854,0,0
72855,0,0
72856,0,0
72857,0,0
72858,0,0
72860,0,0
72863,0,0
72865,0,0
72901,0,0
72903,0,0
72904,0,0
72905,0,0
72908,0,0
72916,0,0
72921,0,0
72923,0,0
72926,0,0
72927,0,0
72928,0,0
72930,0,0
72932,0,0
72933,0,0
72934,0,0
72935,0,0
72936,0,0
72937,0,0
72938,0,0
72940,0,0
72941,0,0
72943,0,0
72944,0,0
72945,0,0
72946,0,0
72947,0,0
72948,0,0
72949,0,0
72950,0,0
72951,0,0
72952,0,0
72955,0,0
72956,0,0
72958,0,0
72959,0,0
73001,0,0
73002,0,0
73003,0,0
73004,0,0
73005,0,0
73006,0,0
73007,0,0
73008,0,0
73009,0,0
73010,0,0
73011,0,0
73012,0,0
73013,0,0
73014,0,0
73015,0,0
73016,0,0
73017,0,0
73018,0,0
73019,0,0
73020,0,0
73022,0,0
73025,0,0
73026,0,0
73027,0,0
73028,0,0
73029,0,0
73030,0,0
73031,0,0
73032,0,0
73033,0,0
73034,0,0
73036,0,0
73038,0,0
73040,0,0
73042,0,0
73043,0,0
73044,0,0
73045,0,0
73047,0,0
73048,0,0
73049,0,0
73050,0,0
73051,0,0
73052,0,0
73053,0,0
73054,0,0
73055,0,0
73056,0,0
73057,0,0
73058,0,0
73059,0,0
73061,0,0
73063,0,0
73064,0,0
73065,0,0
73066,0,0
73067,0,0
73068,0,0
73069,0,0
73070,0,0
73071,0,0
73072,0,0
73073,0,0
73074,0,0
73075,0,0
73077,0,0
73078,0,0
73079,0,0
73080,0,0
73082,0,0
73084,0,0
73086,0,0
73089,0,0
73090,0,0
73092,0,0
73093,0,0
73095,0,0
73097,0,0
73098,0,0
73099,0,0
73102,0,0
73103,0,0
73104,0,0
73105,0,0
73106,0,0
73107,0,0
73108,0,0
73109,0,0
73110,0,0
73111,0,0
73112,0,0
73114,0,0
73115,0,0
73116,0,0
73117,0,0
73118,0,0
73119,0,0
73120,0,0
73121,0,0
73122,0,0
73127,0,0
73128,0,0
73129,0,0
73130,0,0
73131,0,0
73132,0,0
73134,0,0
73135,0,0
73139,0,0
73141,0,0
73142,0,0
73145,0,0
73149,0,0
73150,0,0
73151,0,0
73159,0,0
73160,0,0
73162,0,0
73165,0,0
73169,0,0
73170,0,0
73173,0,0
73179,0,0
73401,0,0
73425,0,0
73430,0,0
73432,0,0
73433,0,0
73434,0,0
73435,0,0
73436,0,0
73437,0,0
73438,0,0
73439,0,0
73440,0,0
73441,0,0
73442,0,0
73443,0,0
73444,0,0
73446,0,0
73447,0,0
73448,0,0
73449,0,0
73450,0,0
73453,0,0
73455,0,0
73456,0,0
73458,0,0
73459,0,0
73460,0,0
73461,0,0
73463,0,0
73481,0,0
73487,0,0
73488,0,0
73491,0,0
73501,0,0
73503,0,0
73505,0,0
73507,0,0
73520,0,0
73527,0,0
73528,0,0
73529,0,0
73531,0,0
73533,0,0
73538,0,0
73540,0,0
73541,0,0
73543,0,0
73548,0,0
73557,0,0
73562,0,0
73565,0,0
73567,0,0
73568,0,0
73569,0,0
73572,0,0
73573,0,0
73646,0,0
73701,0,0
73703,0,0
73705,0,0
73716,0,0
73717,0,0
73718,0,0
73719,0,0
73720,0,0
73722,0,0
73726,0,0
73727,0,0
73728,0,0
73729,0,0
73730,0,0
73733,0,0
73734,0,0
73735,0,0
73736,0,0
73737,0,0
73738,0,0
73739,0,0
73741,0,0
73742,0,0
73743,0,0
73744,0,0
73747,0,0
73749,0,0
73750,0,0
73753,0,0
73754,0,0
73755,0,0
73756,0,0
73757,0,0
73758,0,0
73759,0,0
73760,0,0
73761,0,0
73762,0,0
73763,0,0
73764,0,0
73766,0,0
73768,0,0
73770,0,0
73771,0,0
73772,0,0
73773,0,0
74001,0,0
74002,0,0
74003,0,0
74006,0,0
74008,0,0
74010,0,0
74011,0,0
74012,0,0
74014,0,0
74015,0,0
74016,0,0
74017,0,0
74019,0,0
74020,0,0
74021,0,0
74022,0,0
74023,0,0
74026,0,0
74027,0,0
74028,0,0
74029,0,0
74030,0,0
74032,0,0
74033,0,0
74034,0,0
74035,0,0
74036,0,0
74037,0,0
74038,0,0
74039,0,0
74041,0,0
74042,0,0
74044,0,0
74045,0,0
74046,0,0
74047,0,0
74048,0,0
74050,0,0
74051,0,0
74052,0,0
74053,0,0
74054,0,0
74055,0,0
74056,0,0
74058,0,0
74059,0,0
74060,0,0
74061,0,0
74062,0,0
74063,0,0
74066,0,0
74068,0,0
74070,0,0
74071,0,0
74072,0,0
74073,0,0
74074,0,0
74075,0,0
74077,0,0
74078,0,0
74079,0,0
74080,0,0
74081,0,0
74082,0,0
74083,0,0
74084,0,0
74085,0,0
74103,0,0
74104,0,0
74105,0,0
74106,0,0
74107,0,0
74108,0,0
74110,0,0
74112,0,0
74114,0,0
74115,0,0
74116,0,0
74117,0,0
74119,0,0
74120,0,0
74126,0,0
74127,0,0
74128,0,0
74129,0,0
74130,0,0
74131,0,0
74132,0,0
74133,0,0
74134,0,0
74135,0,0
74136,0,0
74137,0,0
74145,0,0
74146,0,0
74171,0,0
74301,0,0
74330,0,0
74331,0,0
74332,0,0
74333,0,0
74337,0,0
74338,0,0
74339,0,0
74340,0,0
74342,0,0
74343,0,0
74344,0,0
74346,0,0
74347,0,0
74349,0,0
74350,0,0
74352,0,0
74354,0,0
74358,0,0
74359,0,0
74360,0,0
74361,0,0
74363,0,0
74364,0,0
74365,0,0
74366,0,0
74367,0,0
74368,0,0
74369,0,0
74370,0,0
74401,0,0
74403,0,0
74421,0,0
74422,0,0
74423,0,0
74425,0,0
74426,0,0
74427,0,0
74428,0,0
74429,0,0
74430,0,0
74431,0,0
74432,0,0
74434,0,0
74435,0,0
74436,0,0
74437,0,0
74438,0,0
74441,0,0
74442,0,0
74445,0,0
74446,0,0
74447,0,0
74450,0,0
74451,0,0
74452,0,0
74454,0,0
74455,0,0
74456,0,0
74457,0,0
74458,0,0
74459,0,0
74460,0,0
74462,0,0
74463,0,0
74464,0,0
74467,0,0
74468,0,0
74469,0,0
74470,0,0
74471,0,0
74472,0,0
74477,0,0
74501,0,0
74521,0,0
74522,0,0
74523,0,0
74525,0,0
74528,0,0
74530,0,0
